2.603722, 3.432430, 0.000000
-0.409479, 3.421144, 0.000000
-2.513494, 3.338849, 0.000000
-2.446263, 1.501865, -0.707107
-2.483851, -0.612418, 0.974119
-2.432738, -2.508503, 0.978386
-0.546871, -2.475071, 0.000000
-0.518382, -0.451259, 0.000000
-0.421112, 1.559579, 0.000000
2.587118, 1.460296, 0.000000
2.619390, -0.612326, 0.000000
2.512722, -2.688831, 0.000000
2.603722, 3.432430, 0.000000
-0.409479, 3.421144, 0.000000
-0.421112, 1.559579, 0.000000
-2.446263, 1.501865, -0.707107
-2.483851, -0.612418, 0.974119
-0.518382, -0.451259, 0.000000
1.034774, -2.427235, 0.000000
2.512722, -2.688831, 0.000000
1.034774, -2.427235, 0.000000
-0.546871, -2.475071, 0.000000
